Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Kanchipuram",120-135,"Clay loam, Alluvial","Canal Irrigation, Tank Irrigation, Well Irrigation",Use high-yield varieties and proper spacing; Apply fertilizers based on soil test recommendations,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Cuddalore","Canal Irrigation, Tank Irrigation",Use high-yield varieties and proper spacing. Apply zinc sulphate.,"Thanjavur, Trichy, Nagapattinam",120,Clay loam,Canal Irrigation,Use high-yield varieties and proper spacing,Crop Name,Sowing Season,Harvesting Season,Harvesting Method,Harvesting Instructions,Suitable Districts,Duration (days),Soil Type,Irrigation Method,Yield Tips,"Thanjavur, Trichy, Nagapattinam, Thiruvarur",135,"Use high-yield varieties and proper spacing, manage water effectively","Use high-yield varieties, proper spacing, and integrated nutrient management",Use high-yield varieties and proper spacing. Apply fertilizers as per soil test recommendations.,"Thanjavur, Trichy, Madurai",Use high-yield varieties and proper spacing. Manage water effectively.,"Thanjavur, Trichy","Use high-yield varieties and proper spacing, manage pests and diseases effectively"
Sunflower,January - February,April - May,Manual,Harvest the heads when the back turns yellow,,,,,,,,,,,Loamy soil,Well Irrigation,Protect from bird damage during seed filling,,,,,,,,,,,"Vellore, Tiruvannamalai, Villupuram",90,,,,,,,
Bengal Gram,October - November,January - February,Manual,Harvest when pods are dry and turn brown,,,,,,,,,,,Black soil,Rainfed,Inoculate seeds with Rhizobium culture,,,,,,,,,,,"Theni, Dindigul, Madurai",100,,,,,,,
Sesame,June - July,September - October,Manual,Harvest when capsules turn yellow,,,,,,,,,,,Sandy loam,Rainfed,Provide adequate irrigation at flowering stage,,,,,,,,,,,"Thanjavur, Nagapattinam, Tiruvarur",90,,,,,,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest mature nuts every 45 days,,,,,,,,,,,Sandy loam,Well Irrigation,Regularly apply fertilizers and control pests,,,,,,,,,,,"Coimbatore, Tiruppur, Thanjavur",-,,,,,,,
Banana,Throughout the year,Throughout the year,Manual,Harvest when fingers are three-quarters full,,,,,,,,,,,Clay loam,Well Irrigation,Provide adequate irrigation and nutrient management,,,,,,,,,,,"Theni, Tiruchirappalli, Erode",-,,,,,,,
Mango,March - April,May - June,Manual,Harvest when fruits are mature but still firm,,,,,,,,,,,Loamy soil,Well Irrigation,Control fruit flies and spongy tissue,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem",-,,,,,,,
Cashew,December - January,April - May,Manual,Harvest when nuts fall from the tree,,,,,,,,,,,Sandy loam,Rainfed,Protect from tea mosquito bug,,,,,,,,,,,"Cuddalore, Pudukkottai, Sivaganga",-,,,,,,,
Tapioca,June - July,February - March (next year),Manual,Harvest when tubers are mature and starch content is high,,,,,,,,,,,Sandy loam,Well Irrigation,Apply potash fertilizers to improve tuber quality,,,,,,,,,,,"Salem, Namakkal, Dharmapuri",300,,,,,,,
Turmeric,April - May,January - February (next year),Manual,Harvest when leaves turn yellow and dry,,,,,,,,,,,Sandy loam,Well Irrigation,Provide shade during initial stages of growth,,,,,,,,,,,"Erode, Salem, Karur",270,,,,,,,
Onion,October - November,February - March,Manual,Harvest when tops fall over and bulbs are mature,,,,,,,,,,,Sandy loam,Well Irrigation,Provide proper drainage to avoid bulb rot,,,,,,,,,,,"Perambalur, Dindigul, Theni",120,,,,,,,
Tomato,Throughout the year,Throughout the year,Manual,Harvest when fruits are fully ripe and red,,,,,,,,,,,Sandy loam,Well Irrigation,Provide support with stakes to prevent fruit rot,,,,,,,,,,,"Dindigul, Krishnagiri, Theni",90,,,,,,,
Brinjal,Throughout the year,Throughout the year,Manual,Harvest when fruits are tender and glossy,,,,,,,,,,,Sandy loam,Well Irrigation,Control shoot and fruit borer,,,,,,,,,,,"Vellore, Tiruvannamalai, Tiruchirappalli",120,,,,,,,
Chilli,Throughout the year,Throughout the year,Manual,Harvest when fruits are fully red and dry,,,,,,,,,,,Sandy loam,Well Irrigation,Control thrips and mites,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar",180,,,,,,,
Jasmine,Throughout the year,Throughout the year,Manual,Harvest flowers early in the morning,,,,,,,,,,,Loamy soil,Well Irrigation,Provide regular irrigation and pruning,,,,,,,,,,,"Madurai, Dindigul, Theni",-,,,,,,,
Rose,Throughout the year,Throughout the year,Manual,Harvest flowers when petals are partially open,,,,,,,,,,,Loamy soil,Well Irrigation,Provide regular pruning and fertilization,,,,,,,,,,,"Hosur, Dindigul, Theni",-,,,,,,,
Marigold,Throughout the year,Throughout the year,Manual,Harvest flowers when fully open,,,,,,,,,,,Sandy loam,Well Irrigation,Pinch off the terminal buds to encourage branching,,,,,,,,,,,"Dindigul, Krishnagiri, Salem",90,,,,,,,
Cardamom,June - July,October - November,Manual,Harvest when capsules are mature and green,,,,,,,,,,,Loamy soil,Well Irrigation,Provide shade and control thrips,,,,,,,,,,,"Theni, Dindigul, Tirunelveli",-,,,,,,,
Tea,Throughout the year,Throughout the year,Manual,Pluck two leaves and a bud,,,,,,,,,,,Loamy soil,Rainfed,Provide shade and regular pruning,,,,,,,,,,,Nilgiris,- ,,,,,,,
Coffee,June - July,October - November,Manual,Pick ripe berries,,,,,,,,,,,Loamy soil,Rainfed,Provide shade and regular pruning,,,,,,,,,,,"Dindigul, Theni, Nilgiris",- ,,,,,,,
Rubber,Throughout the year,Throughout the year,Manual,Tap the bark to collect latex,,,,,,,,,,,Laterite soil,Rainfed,Regular tapping and fertilization,,,,,,,,,,,Kanyakumari,- ,,,,,,,
Paddy,June - July,November - December,Manual,Cut the stalks with sickle when grain moisture is around 20%,,,,,,,,,,,Alluvial,Canal,Maintain water level properly.,,,,,,,,,,,"Thanjavur, Tiruvarur, Nagapattinam",150,,,,,,,
Bajra,June-July,September-October,Manual,Cut the earhead when grain matures,,,,,,,,,,,Sandy,Rainfed,Use drought-resistant variety.,,,,,,,,,,,"Tirunelveli, Thoothukudi",90,,,,,,,
Pulses,September-October,January-February,Manual,Harvest when pods are dry,,,,,,,,,,,Black,Rainfed,Apply Rhizobium culture to the seeds.,,,,,,,,,,,"Ariyalur, Perambalur",120,,,,,,,
Oilseeds,July-August,November-December,Manual,Harvest when seeds turn yellow,,,,,,,,,,,Red,Rainfed,Provide proper drainage.,,,,,,,,,,,"Villupuram, Cuddalore",100,,,,,,,
Fodder Crops,Throughout Year,Throughout Year,Manual,Cut and harvest based on growth,,,,,,,,,,,Loamy,Irrigated,Apply fertilizers regularly.,,,,,,,,,,,"Coimbatore, Erode",60,,,,,,,
Gingelly,June-July,September-October,Manual,Harvest when capsules turn yellow,,,,,,,,,,,Sandy,Rainfed,Ensure adequate sunlight.,,,,,,,,,,,"Thanjavur, Tiruvarur",90,,,,,,,
Castor,June-July,January-February,Manual,Harvest when capsules are dry,,,,,,,,,,,Red sandy,Rainfed,Prune regularly for better yield.,,,,,,,,,,,"Salem, Namakkal",240,,,,,,,
Betel Vine,Throughout Year,Throughout Year,Manual,Harvest leaves when they mature,,,,,,,,,,,Loamy,Irrigated,Provide support for climbing.,,,,,,,,,,,"Theni, Dindigul",365,,,,,,,
Tapioca,July-August,February-March,Manual,Harvest when tubers mature,,,,,,,,,,,Sandy loam,Irrigated,Apply Potash fertilizers.,,,,,,,,,,,"Salem, Dharmapuri",270,,,,,,,
Sweet Potato,June-July,October-November,Manual,Harvest when tubers mature,,,,,,,,,,,Sandy,Irrigated,Provide well-drained soil.,,,,,,,,,,,"Kanyakumari, Tirunelveli",120,,,,,,,
Vegetables,Throughout Year,Throughout Year,Manual,Harvest based on maturity,,,,,,,,,,,Loamy,Irrigated,Apply organic fertilizers.,,,,,,,,,,,"Dindigul, Krishnagiri",60,,,,,,,
Flowers,Throughout Year,Throughout Year,Manual,Harvest when fully bloomed,,,,,,,,,,,Loamy,Irrigated,Provide proper irrigation.,,,,,,,,,,,"Madurai, Hosur",60,,,,,,,
Citrus,Throughout Year,Throughout Year,Manual,Harvest when fruits turn color,,,,,,,,,,,Loamy,Irrigated,Prune regularly.,,,,,,,,,,,"Theni, Dindigul",365,,,,,,,
Guava,Throughout Year,Throughout Year,Manual,Harvest when fruits turn yellow,,,,,,,,,,,Loamy,Irrigated,Apply fertilizers regularly.,,,,,,,,,,,"Salem, Dharmapuri",365,,,,,,,
Sapota,Throughout Year,Throughout Year,Manual,Harvest when fruits turn brown,,,,,,,,,,,Loamy,Irrigated,Prune regularly.,,,,,,,,,,,"Theni, Dindigul",365,,,,,,,
Amla,Throughout Year,Throughout Year,Manual,Harvest when fruits are mature,,,,,,,,,,,Loamy,Rainfed,Apply fertilizers regularly.,,,,,,,,,,,"Krishnagiri, Dharmapuri",365,,,,,,,
Jackfruit,Throughout Year,Throughout Year,Manual,Harvest when fruits are mature,,,,,,,,,,,Loamy,Rainfed,Provide support to branches.,,,,,,,,,,,"Cuddalore, Villupuram",365,,,,,,,
Drumstick,Throughout Year,Throughout Year,Manual,Harvest when pods are tender,,,,,,,,,,,Loamy,Rainfed,Prune regularly.,,,,,,,,,,,"Theni, Dindigul",365,,,,,,,
Pomegranate,Throughout Year,Throughout Year,Manual,Harvest when fruits are ripe,,,,,,,,,,,Loamy,Irrigated,Apply fertilizers regularly.,,,,,,,,,,,"Theni, Dindigul",365,,,,,,,
Watermelon,February-March,May-June,Manual,Harvest when the bottom turns yellow,,,,,,,,,,,Sandy loam,Irrigated,Ensure proper drainage.,,,,,,,,,,,"Ariyalur, Perambalur",90,,,,,,,
Cucumber,February-March,May-June,Manual,Harvest when cucumber is of right size,,,,,,,,,,,Sandy loam,Irrigated,Ensure proper drainage.,,,,,,,,,,,"Ariyalur, Perambalur",60,,,,,,,
Ridge Gourd,February-March,May-June,Manual,Harvest when ridge gourd is of right size,,,,,,,,,,,Sandy loam,Irrigated,Ensure proper drainage.,,,,,,,,,,,"Ariyalur, Perambalur",90,,,,,,,
Maize,June - July,October - November,Manual/Mechanical,Harvest when kernels are dented and moisture content is below 20%,,,,,,,"Drip Irrigation, Furrow Irrigation",,,90-100,Well-drained loamy soil,,,,,,,,,,,,,"Coimbatore, Dindigul, Perambalur, Salem",,,,Ensure proper drainage and use recommended hybrids.,,,,
Groundnut,June - July,October - November,Manual,Pull out plants and dry in the sun for a week,,,,,,,"Rainfed, Well Irrigation",,,120-135,Sandy loam,,,,,,,,,,,,,"Villupuram, Tiruvannamalai, Vellore, Dharmapuri",,,,Provide gypsum for better pod filling and control pests and diseases.,,,,
Sugarcane,February - March,January - February (Next Year),Manual,Cut the cane close to the ground level,,,,,,,"Furrow Irrigation, Drip Irrigation",,,365,Clay loam to loam,,,,,,,,,,,,,"Tiruvannamalai, Villupuram, Erode, Namakkal",,,,Apply recommended fertilizers and ensure proper drainage.,,,,
Cotton,June - July,December - January,Manual,Pick bolls as they open,,,,,,,Drip Irrigation,,,180-200,Black cotton soil,,,,,,,,,,,,,"Coimbatore, Madurai, Virudhunagar, Tirunelveli",,,,Control bollworms effectively and defoliate before picking.,,,,
Blackgram,June - July,September - October,Manual,Harvest when pods turn black,,,,,,,"Rainfed, Well Irrigation",,,60-70,Sandy loam to clay loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur, Cuddalore",,,,Use Rhizobium culture for nitrogen fixation and manage yellow mosaic virus.,,,,
Greengram,June - July,September - October,Manual,Harvest when pods turn yellow,,,,,,,"Rainfed, Well Irrigation",,,60-70,Sandy loam to clay loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur, Cuddalore",,,,Use Rhizobium culture for nitrogen fixation and manage yellow mosaic virus.,,,,
Turmeric,April - May,January - February,Manual,Dig up rhizomes when leaves turn yellow and dry,,,,,,,"Furrow Irrigation, Sprinkler Irrigation",,,270-300,Sandy loam to loam,,,,,,,,,,,,,"Erode, Salem, Karur, Dindigul",,,,Provide partial shade and control rhizome rot.,,,,
Banana,June - July,March - April (Next Year),Manual,Cut the bunch when fingers are three-fourths mature,,,,,,,Drip Irrigation,,,300-365,Loamy soil,,,,,,,,,,,,,"Trichy, Theni, Tirunelveli, Tuticorin",,,,Provide proper support to the plants and manage bunchy top virus.,,,,
Mango,June - July,April - May (Next Year),Manual,Harvest fruits when they are fully mature but still firm,,,,,,,"Rainfed, Well Irrigation",,,365,Sandy loam to loam,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem, Tiruvallur",,,,Control fruit fly and provide proper nutrition.,,,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest nuts when they are mature (11-12 months old),,,,,,,Well Irrigation,,,-,Sandy loam,,,,,,,,,,,,,"Coimbatore, Thanjavur, Kanyakumari, Tirunelveli",,,,Provide proper drainage and manage eriophyid mite.,,,,
Cashew,June - July,February - March (Next Year),Manual,Harvest nuts when they fall to the ground,,,,,,,"Rainfed, Well Irrigation",,,-,Sandy loam to laterite soil,,,,,,,,,,,,,"Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram",,,,Control tea mosquito bug and provide proper nutrition.,,,,
Jasmine,Throughout the year,Throughout the year,Manual,Pick flowers early in the morning,,,,,,,Well Irrigation,,,-,Sandy loam,,,,,,,,,,,,,"Madurai, Dindigul, Theni, Virudhunagar",,,,Provide proper pruning and manage red spider mite.,,,,
Tapioca,June - July,February - March (Next Year),Manual,Harvest tubers when they are mature (8-10 months old),,,,,,,Well Irrigation,,,240-300,Sandy loam,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Krishnagiri",,,,Apply potash-rich fertilizers and control cassava mosaic disease.,,,,
Onion,October - November,February - March,Manual,Harvest when leaves start to dry and fall over,,,,,,,"Well Irrigation, Drip Irrigation",,,120-150,Sandy loam,,,,,,,,,,,,,"Dindigul, Perambalur, Trichy, Tirupur",,,,Ensure proper drainage and control thrips.,,,,
Tomato,June - July,September - October,Manual,Harvest fruits when they are fully ripe and red,,,,,,,Drip Irrigation,,,90-100,Sandy loam to clay loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri, Salem",,,,Provide proper staking and control fruit borer.,,,,
Brinjal,June - July,September - October,Manual,Harvest fruits when they are tender and glossy,,,,,,,Drip Irrigation,,,120-150,Sandy loam to clay loam,,,,,,,,,,,,,"Dindigul, Trichy, Vellore, Tiruvannamalai",,,,Provide proper staking and control fruit and shoot borer.,,,,
Chilli,June - July,September - October,Manual,Harvest fruits when they are fully ripe and red,,,,,,,Drip Irrigation,,,180-200,Sandy loam to clay loam,,,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar, Tirunelveli",,,,Provide proper staking and control thrips and mites.,,,,
Sunflower,June - July,September - October,Manual,Harvest when heads turn brown and seeds are mature,,,,,,,"Well Irrigation, Drip Irrigation",,,90-100,Well-drained loamy soil,,,,,,,,,,,,,"Coimbatore, Erode, Salem, Dharmapuri",,,,Ensure proper pollination and control head borer.,,,,
Sesame,June - July,September - October,Manual,Harvest when capsules turn yellow and seeds are mature,,,,,,,"Rainfed, Well Irrigation",,,90-100,Sandy loam to clay loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur, Cuddalore",,,,Control phyllody and provide proper nutrition.,,,,
Cardamom,June - July,October - November (Next Year),Manual,Harvest capsules when they are three-fourths mature,,,,,,,Sprinkler Irrigation,,,-,Loamy soil,,,,,,,,,,,,,"Theni, Dindigul, Tirunelveli",,,,Provide shade and control thrips and capsule rot.,,,,
Tea,Throughout the year,Throughout the year,Manual,Pick tender shoots with two leaves and a bud,,,,,,,Sprinkler Irrigation,,,- ,Acidic soil,,,,,,,,,,,,,"Nilgiris, Coimbatore",,,,Provide proper pruning and manage tea mosquito bug.,,,,
Coffee,June - July,November - December,Manual,Pick ripe berries,,,,,,,"Rainfed, Sprinkler Irrigation",,,- ,Loamy soil,,,,,,,,,,,,,"Dindigul, Theni",,,,Provide shade and control white stem borer.,,,,
Rubber,Throughout the year,Throughout the year,Manual,Tap the bark to collect latex,,,,,,,Rainfed,,,- ,Laterite soil,,,,,,,,,,,,,Kanyakumari,,,,Provide proper tapping and manage fungal diseases.,,,,
Redgram,June - July,December - January,Manual,Harvest when pods turn brown and dry,,,,,,,"Rainfed, Well Irrigation",,,150-180,Sandy loam to clay loam,,,,,,,,,,,,,"Villupuram, Tiruvannamalai, Vellore, Dharmapuri",,,,Control pod borer and provide proper nutrition.,,,,
Casuarina,June - July,3-5 Years,Manual,Cut trees for timber and pulpwood,,,,,,,Rainfed,,,- ,Sandy soil,,,,,,,,,,,,,Coastal Districts,,,,Plant in well-drained areas and manage pests.,,,,
Amla,June - July,November - December,Manual,Harvest fruits when they are mature and turn greenish-yellow,,,,,,,"Rainfed, Well Irrigation",,,- ,Sandy loam to clay loam,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Vellore",,,,Provide proper pruning and manage fruit rot.,,,,
Jackfruit,June - July,March - April (Next Year),Manual,Harvest fruits when they are mature and emit a strong aroma,,,,,,,Rainfed,,,- ,Loamy soil,,,,,,,,,,,,,"Kanyakumari, Tirunelveli, Theni",,,,Protect fruits from fruit fly.,,,,
Sapota,June - July,November - December (Next Year),Manual,Harvest fruits when they are mature and soft,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Dindigul, Theni, Madurai",,,,Provide proper nutrition and control fruit fly.,,,,
Guava,June - July,November - December (Next Year),Manual,Harvest fruits when they are mature and turn yellow-green,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Dindigul, Theni, Trichy",,,,Provide proper pruning and control fruit fly.,,,,
Custard Apple,June - July,November - December,Manual,Harvest fruits when they are mature and soft,,,,,,,Rainfed,,,- ,Sandy loam,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Salem",,,,Protect fruits from fruit fly.,,,,
Papaya,June - July,March - April (Next Year),Manual,Harvest fruits when they are partially ripe and turn yellow,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Theni, Dindigul, Madurai",,,,Manage papaya ringspot virus.,,,,
Pomegranate,June - July,November - December (Next Year),Manual,Harvest fruits when they are mature and turn red,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Dindigul, Theni, Madurai",,,,Control fruit borer and provide proper nutrition.,,,,
Lime,June - July,Throughout the Year,Manual,Harvest fruits when they are mature and turn yellow-green,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Dharmapuri, Krishnagiri, Salem",,,,Provide proper pruning and control citrus canker.,,,,
Sweet Orange,June - July,November - December (Next Year),Manual,Harvest fruits when they are mature and turn orange,,,,,,,Well Irrigation,,,- ,Sandy loam,,,,,,,,,,,,,"Theni, Dindigul, Madurai",,,,Provide proper nutrition and control fruit fly.,,,,
Cluster Beans,June - July,September - October,Manual,Harvest pods when they are tender and green,,,,,,,Rainfed,,,60-70,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Amaranthus,June - July,August - September,Manual,Harvest plants when they are tender and green,,,,,,,Rainfed,,,45-60,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper nutrition and control pests.,,,,
Spinach,June - July,August - September,Manual,Harvest leaves when they are tender and green,,,,,,,Rainfed,,,30-45,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper nutrition and control pests.,,,,
Fenugreek,June - July,August - September,Manual,Harvest leaves when they are tender and green,,,,,,,Rainfed,,,45-60,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper nutrition and control pests.,,,,
Ridge Gourd,June - July,September - October,Manual,Harvest fruits when they are tender and green,,,,,,,Rainfed,,,60-70,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Snake Gourd,June - July,September - October,Manual,Harvest fruits when they are tender and green,,,,,,,Rainfed,,,60-70,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Bitter Gourd,June - July,September - October,Manual,Harvest fruits when they are tender and green,,,,,,,Rainfed,,,60-70,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Ash Gourd,June - July,October - November,Manual,Harvest fruits when they are mature and hard,,,,,,,Rainfed,,,90-100,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Pumpkin,June - July,October - November,Manual,Harvest fruits when they are mature and hard,,,,,,,Rainfed,,,90-100,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Bottle Gourd,June - July,September - October,Manual,Harvest fruits when they are tender and green,,,,,,,Rainfed,,,60-70,Sandy loam,,,,,,,,,,,,,"Thanjavur, Nagapattinam, Thiruvarur",,,,Provide proper staking and control pests.,,,,
Radish,October - November,January - February,Manual,Harvest roots when they are tender and crisp,,,,,,,Well Irrigation,,,30-45,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri",,,,Ensure proper drainage and control pests.,,,,
Carrot,October - November,January - February,Manual,Harvest roots when they are mature and orange,,,,,,,Well Irrigation,,,70-80,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri",,,,Ensure proper drainage and control pests.,,,,
Beetroot,October - November,January - February,Manual,Harvest roots when they are mature and red,,,,,,,Well Irrigation,,,60-70,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri",,,,Ensure proper drainage and control pests.,,,,
Cabbage,October - November,January - February,Manual,Harvest heads when they are firm and compact,,,,,,,Well Irrigation,,,90-100,Sandy loam,,,,,,,,,,,,,"Nilgiris, Dindigul",,,,Ensure proper drainage and control pests.,,,,
Cauliflower,October - November,January - February,Manual,Harvest heads when they are white and compact,,,,,,,Well Irrigation,,,90-100,Sandy loam,,,,,,,,,,,,,"Nilgiris, Dindigul",,,,Ensure proper drainage and control pests.,,,,
Rice,January - February,May - June,Manual,Harvest at 20% moisture content,,,,,,,,,,135,Alluvial,Tank Irrigation,Manage pests and diseases effectively,,,,,,,,,,,,,,,,"Tirunelveli, Kanchipuram",,,
Maize,June - July,October - November,Manual/Combine harvester,Harvest when the husk turns brown and kernels are hard,,,,,,,,,,90,Loamy soil,Drip Irrigation,Apply balanced fertilizers,,,,,,,,,,,,,,,,"Coimbatore, Salem, Dharmapuri",,,
Maize,February - March,June - July,Manual/Combine harvester,Dry the cobs properly after harvest,,,,,,,,,,100,Sandy loam,Sprinkler Irrigation,Control weeds effectively,,,,,,,,,,,,,,,,"Erode, Namakkal",,,
Groundnut,June - July,October - November,Manual/Mechanical digger,Invert the plants for drying after harvest,,,,,,,,,,120,Sandy loam,Well Irrigation,Ensure proper drainage,,,,,,,,,,,,,,,,"Villupuram, Tiruvannamalai",,,
Groundnut,January - February,May - June,Manual/Mechanical digger,Separate pods after drying,,,,,,,,,,130,Red sandy loam,Rainfed,Apply gypsum for better pod filling,,,,,,,,,,,,,,,,"Vellore, Cuddalore",,,
Sugarcane,January - February,January - February (next year),Manual,Cut the cane at ground level,,,,,,,,,,365,Clay loam,Furrow Irrigation,Follow recommended fertilizer schedule,,,,,,,,,,,,,,,,"Erode, Karur, Namakkal",,,
Sugarcane,July - August,July - August (next year),Manual,Remove trash after harvest,,,,,,,,,,365,Loamy soil,Drip Irrigation,Manage red rot disease,,,,,,,,,,,,,,,,"Trichy, Perambalur",,,
Cotton,June - July,December - January,Manual,Pick cotton bolls when fully open,,,,,,,,,,180,Black soil,Well Irrigation,Control bollworms effectively,,,,,,,,,,,,,,,,"Coimbatore, Tirupur",,,
Cotton,February - March,August - September,Manual,Avoid picking during wet weather,,,,,,,,,,200,Sandy loam,Rainfed,Use bio-pesticides,,,,,,,,,,,,,,,,"Madurai, Virudhunagar",,,
Blackgram,June - July,September - October,Manual,Harvest when pods turn black,,,,,,,,,,70,Loamy soil,Well Irrigation,Provide support to prevent lodging,,,,,,,,,,,,,,,,"Thanjavur, Nagapattinam",,,
Blackgram,February - March,May - June,Manual,Dry the plants thoroughly before threshing,,,,,,,,,,80,Sandy loam,Rainfed,Manage yellow mosaic virus,,,,,,,,,,,,,,,,"Tiruvarur, Pudukkottai",,,
Greengram,June - July,September - October,Manual,Harvest when pods mature and turn yellow,,,,,,,,,,60,Sandy loam,Well Irrigation,Control pod borers,,,,,,,,,,,,,,,,"Salem, Dharmapuri",,,
Greengram,February - March,May - June,Manual,Thresh the dried plants to separate grains,,,,,,,,,,70,Red sandy loam,Rainfed,Use disease-resistant varieties,,,,,,,,,,,,,,,,"Krishnagiri, Vellore",,,
Redgram,June - July,January - February,Manual,Harvest when 75-80% of pods mature,,,,,,,,,,180,Red loam,Well Irrigation,Manage pod fly infestation,,,,,,,,,,,,,,,,"Villupuram, Tiruvannamalai",,,
Redgram,February - March,September - October,Manual,Dry the pods properly before threshing,,,,,,,,,,200,Black soil,Rainfed,Intercrop with cereals for better yield,,,,,,,,,,,,,,,,"Vellore, Krishnagiri",,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest matured nuts every 45 days,,,,,,,,,,-,Sandy loam,Irrigation based on Rainfall,Apply organic manure regularly,,,,,,,,,,,,,,,,"Coimbatore, Thanjavur, Kanyakumari",,,
Banana,Throughout the year,12-14 months after planting,Manual,Harvest when fruits are 75% mature,,,,,,,,,,365-420,Clay loam,Drip Irrigation,Provide propping to prevent lodging,,,,,,,,,,,,,,,,"Trichy, Theni, Erode",,,
Turmeric,April - May,January - February,Manual,Harvest when leaves turn yellow and dry,,,,,,,,,,270,Sandy loam,Well Irrigation,Cure rhizomes properly after harvest,,,,,,,,,,,,,,,,"Erode, Salem",,,
Tapioca,June - July,February - March,Manual,Harvest when tubers are mature and starch content is high,,,,,,,,,,270,Sandy loam,Well Irrigation,Apply potash-rich fertilizers,,,,,,,,,,,,,,,,"Salem, Namakkal",,,
Sesame,June - July,September - October,Manual,Harvest when capsules turn yellow and dry,,,,,,,,,,90,Sandy loam,Well Irrigation,Control leaf curl disease,,,,,,,,,,,,,,,,"Thanjavur, Nagapattinam",,,
Sunflower,January - February,April - May,Manual,Harvest when the back of the head turns yellow,,,,,,,,,,100,Black soil,Well Irrigation,Protect from bird damage,,,,,,,,,,,,,,,,"Coimbatore, Erode",,,
Onion,June - July,October - November,Manual,Harvest when 50% of the tops fall over,,,,,,,,,,120,Sandy loam,Well Irrigation,Control thrips effectively,,,,,,,,,,,,,,,,"Dindigul, Perambalur",,,
Tomato,Throughout the year,Throughout the year,Manual,Harvest when fruits turn red and are firm,,,,,,,,,,90,Sandy loam,Drip Irrigation,Provide staking for support,,,,,,,,,,,,,,,,"Dindigul, Krishnagiri",,,
Brinjal,Throughout the year,Throughout the year,Manual,Harvest when fruits are tender and glossy,,,,,,,,,,120,Sandy loam,Drip Irrigation,Control shoot and fruit borer,,,,,,,,,,,,,,,,"Vellore, Tiruvannamalai",,,
Chilli,Throughout the year,Throughout the year,Manual,Harvest when fruits turn red and are dry,,,,,,,,,,180,Sandy loam,Drip Irrigation,Manage leaf curl complex,,,,,,,,,,,,,,,,"Ramanathapuram, Sivaganga",,,
Mango,December - January,May - June,Manual,Harvest when fruits are mature and have a slight change in color,,,,,,,,,,,Red sandy loam,Irrigation during dry spells,Control fruit fly infestation,,,,,,,,,,,,,,,,"Salem, Krishnagiri",,,
Cashew,August - September,February - May,Manual,Collect fallen nuts regularly,,,,,,,,,,,Sandy loam,Rainfed,Protect from tea mosquito bug,,,,,,,,,,,,,,,,"Cuddalore, Pudukkottai",,,
